DataExtractDate,ReportPeriod,Terminal,Arrival_Departure,Domestic_International,Passenger_Count
04/18/2018 03:12:41 PM,06/01/2017 12:00:00 AM,T2,Departure,Domestic,292473
04/18/2018 03:12:41 PM,02/01/2016 12:00:00 AM,T5,Departure,International,59327
04/18/2018 03:12:41 PM,10/01/2012 12:00:00 AM,T7,Arrival,International,51773
04/18/2018 03:12:41 PM,11/01/2015 12:00:00 AM,T5,Departure,International,60692
04/18/2018 03:12:41 PM,10/01/2015 12:00:00 AM,T2,Departure,Domestic,38660
04/18/2018 03:12:41 PM,02/01/2017 12:00:00 AM,T8,Arrival,Domestic,127124
04/18/2018 03:12:41 PM,12/01/2013 12:00:00 AM,T3,Arrival,Domestic,238014
04/18/2018 03:12:41 PM,06/01/2014 12:00:00 AM,T4,Departure,International,44155
04/18/2018 03:12:41 PM,11/01/2011 12:00:00 AM,T4,Departure,Domestic,394686
04/18/2018 03:12:41 PM,04/01/2009 12:00:00 AM,T7,Arrival,Domestic,273327
04/18/2018 03:12:41 PM,12/01/2017 12:00:00 AM,T7,Departure,Domestic,349087
04/18/2018 03:12:41 PM,11/01/2014 12:00:00 AM,T1,Arrival,Domestic,339455
04/18/2018 03:12:41 PM,06/01/2007 12:00:00 AM,T3,Arrival,Domestic,208173
04/18/2018 03:12:41 PM,06/01/2008 12:00:00 AM,T4,Arrival,International,75037
04/18/2018 03:12:41 PM,01/01/2015 12:00:00 AM,T5,Departure,Domestic,299068
04/18/2018 03:12:41 PM,01/01/2008 12:00:00 AM,Miscellaneous Terminal,Departure,Domestic,585
05/10/2018 07:49:00 AM,04/01/2018 12:00:00 AM,T8,Departure,International,10765
04/18/2018 03:12:41 PM,06/01/2007 12:00:00 AM,T1,Arrival,Domestic,471758
04/18/2018 03:12:41 PM,04/01/2016 12:00:00 AM,T8,Departure,International,8555
04/18/2018 03:12:41 PM,06/01/2012 12:00:00 AM,T4,Departure,International,39780
04/18/2018 03:12:41 PM,04/01/2017 12:00:00 AM,T5,Departure,Domestic,417525
04/18/2018 03:12:41 PM,12/01/2006 12:00:00 AM,T3,Arrival,Domestic,151011
04/18/2018 03:12:41 PM,08/01/2017 12:00:00 AM,T4,Departure,International,79721
04/18/2018 03:12:41 PM,06/01/2011 12:00:00 AM,T5,Arrival,International,14222
02/28/2020 08:21:30 AM,01/01/2020 12:00:00 AM,T5,Departure,International,349
04/18/2018 03:12:41 PM,08/01/2015 12:00:00 AM,T8,Arrival,Domestic,211526
04/18/2018 03:12:41 PM,02/01/2018 12:00:00 AM,T4,Departure,International,67230
04/18/2018 03:12:41 PM,06/01/2016 12:00:00 AM,T6,Arrival,Domestic,357719
04/18/2018 03:12:41 PM,05/01/2007 12:00:00 AM,T4,Arrival,International,55796
04/18/2018 03:12:41 PM,08/01/2014 12:00:00 AM,T8,Departure,International,7035
04/18/2018 03:12:41 PM,04/01/2009 12:00:00 AM,T4,Arrival,Domestic,377521
04/18/2018 03:12:41 PM,07/01/2013 12:00:00 AM,T1,Departure,Domestic,439121
05/23/2018 07:44:39 AM,04/01/2018 12:00:00 AM,T6,Departure,Domestic,263737
04/18/2018 03:12:41 PM,01/01/2009 12:00:00 AM,T3,Arrival,International,15169
04/18/2018 03:12:41 PM,05/01/2007 12:00:00 AM,T7,Departure,Domestic,275410
04/18/2018 03:12:41 PM,01/01/2007 12:00:00 AM,T7,Arrival,Domestic,243144
11/26/2019 01:26:41 PM,10/01/2019 12:00:00 AM,T3,Arrival,Domestic,302644
04/18/2018 03:12:41 PM,08/01/2006 12:00:00 AM,T6,Arrival,Domestic,249077
04/18/2018 03:12:41 PM,04/01/2010 12:00:00 AM,T5,Arrival,International,12686
04/18/2018 03:12:41 PM,10/01/2011 12:00:00 AM,T6,Arrival,International,10507
04/18/2018 03:12:41 PM,01/01/2016 12:00:00 AM,T3,Departure,International,1759
04/18/2018 03:12:41 PM,07/01/2006 12:00:00 AM,Imperial Terminal,Arrival,Domestic,89
04/18/2018 03:12:41 PM,04/01/2008 12:00:00 AM,T1,Departure,Domestic,400981
03/01/2019 11:09:59 AM,01/01/2019 12:00:00 AM,T3,Arrival,Domestic,266692
04/18/2018 03:12:41 PM,06/01/2006 12:00:00 AM,T2,Arrival,International,156867
04/18/2018 03:12:41 PM,05/01/2014 12:00:00 AM,T4,Departure,International,41124
04/18/2018 03:12:41 PM,07/01/2014 12:00:00 AM,Miscellaneous Terminal,Arrival,Domestic,81180
01/10/2021 06:01:37 AM,11/01/2020 12:00:00 AM,T7,Departure,Domestic,132174
04/18/2018 03:12:41 PM,06/01/2014 12:00:00 AM,T2,Departure,Domestic,40736
04/18/2018 03:12:41 PM,04/01/2007 12:00:00 AM,T3,Arrival,International,23327
10/29/2018 10:20:51 AM,08/01/2016 12:00:00 AM,T2,Arrival,International,245337
04/18/2018 03:12:41 PM,08/01/2017 12:00:00 AM,T7,Arrival,International,73555
04/18/2018 03:12:41 PM,06/01/2017 12:00:00 AM,T3,Arrival,Domestic,334780
04/18/2018 03:12:41 PM,04/01/2008 12:00:00 AM,T3,Departure,Domestic,154557
04/18/2018 03:12:41 PM,05/01/2012 12:00:00 AM,T6,Departure,International,79518
04/18/2018 03:12:41 PM,03/01/2015 12:00:00 AM,Miscellaneous Terminal,Departure,Domestic,95696
04/18/2018 03:12:41 PM,04/01/2006 12:00:00 AM,T3,Arrival,Domestic,131026
04/18/2018 03:12:41 PM,12/01/2016 12:00:00 AM,T2,Arrival,Domestic,46554
04/18/2018 03:12:41 PM,03/01/2006 12:00:00 AM,T8,Departure,Domestic,121600
04/18/2018 03:12:41 PM,12/01/2012 12:00:00 AM,T2,Arrival,International,177712
04/18/2018 03:12:41 PM,01/01/2014 12:00:00 AM,TBIT,Departure,International,357125
04/18/2018 03:12:41 PM,12/01/2012 12:00:00 AM,T3,Arrival,Domestic,174198
04/18/2018 03:12:41 PM,07/01/2006 12:00:00 AM,TBIT,Departure,Domestic,210
09/26/2018 09:27:08 AM,08/01/2018 12:00:00 AM,T5,Departure,International,825
04/18/2018 03:12:41 PM,07/01/2011 12:00:00 AM,T2,Arrival,Domestic,28219
04/18/2018 03:12:41 PM,07/01/2009 12:00:00 AM,Miscellaneous Terminal,Departure,Domestic,202
04/18/2018 03:12:41 PM,01/01/2006 12:00:00 AM,T6,Arrival,International,6190
04/18/2018 03:12:41 PM,03/01/2016 12:00:00 AM,T3,Departure,Domestic,313166
12/26/2018 06:52:40 AM,11/01/2018 12:00:00 AM,T5,Arrival,Domestic,368481
04/18/2018 03:12:41 PM,01/01/2015 12:00:00 AM,T5,Arrival,Domestic,290753
04/18/2018 03:12:41 PM,12/01/2015 12:00:00 AM,T6,Arrival,Domestic,334613
04/18/2018 03:12:41 PM,01/01/2017 12:00:00 AM,Miscellaneous Terminal,Departure,International,4245
02/02/2021 08:17:02 AM,12/01/2020 12:00:00 AM,T4,Arrival,Domestic,134219
04/18/2018 03:12:41 PM,03/01/2018 12:00:00 AM,T4,Arrival,International,56691
04/18/2018 03:12:41 PM,06/01/2007 12:00:00 AM,T7,Departure,International,40736
04/18/2018 03:12:41 PM,11/01/2008 12:00:00 AM,T2,Arrival,Domestic,87597
04/18/2018 03:12:41 PM,04/01/2016 12:00:00 AM,T6,Arrival,International,12066
04/18/2018 03:12:41 PM,06/01/2015 12:00:00 AM,T2,Arrival,Domestic,52181
04/18/2018 03:12:41 PM,07/01/2010 12:00:00 AM,T3,Arrival,Domestic,186832
08/21/2018 11:02:45 AM,07/01/2018 12:00:00 AM,T3,Departure,International,29043
09/27/2019 07:57:24 AM,08/01/2019 12:00:00 AM,T3,Departure,Domestic,320679
04/18/2018 03:12:41 PM,12/01/2017 12:00:00 AM,T8,Departure,International,11169
05/10/2020 06:01:34 AM,04/01/2020 12:00:00 AM,T4,Arrival,Domestic,26757
04/18/2018 03:12:41 PM,12/01/2012 12:00:00 AM,Miscellaneous Terminal,Arrival,International,7
04/18/2018 03:12:41 PM,04/01/2017 12:00:00 AM,T6,Departure,Domestic,336239
04/18/2018 03:12:41 PM,10/01/2015 12:00:00 AM,Miscellaneous Terminal,Departure,Domestic,91900
04/18/2018 03:12:41 PM,11/01/2009 12:00:00 AM,T5,Arrival,Domestic,207383
04/18/2018 03:12:41 PM,01/01/2007 12:00:00 AM,T4,Departure,Domestic,384528
04/18/2018 03:12:41 PM,06/01/2012 12:00:00 AM,T4,Arrival,International,13518
04/18/2018 03:12:41 PM,01/01/2006 12:00:00 AM,Miscellaneous Terminal,Arrival,Domestic,753
04/18/2018 03:12:41 PM,02/01/2014 12:00:00 AM,T5,Arrival,International,42004
09/27/2019 07:57:24 AM,08/01/2019 12:00:00 AM,T6,Departure,International,133726
04/18/2018 03:12:41 PM,03/01/2018 12:00:00 AM,T5,Arrival,Domestic,375045
04/18/2018 03:12:41 PM,05/01/2009 12:00:00 AM,T1,Arrival,Domestic,380568
04/18/2018 03:12:41 PM,07/01/2016 12:00:00 AM,T3,Departure,International,4365
04/18/2018 03:12:41 PM,06/01/2010 12:00:00 AM,T1,Departure,Domestic,395579
04/18/2018 03:12:41 PM,11/01/2014 12:00:00 AM,T1,Departure,Domestic,339329
10/27/2020 08:53:01 AM,09/01/2020 12:00:00 AM,T6,Departure,Domestic,50144
04/18/2018 03:12:41 PM,12/01/2016 12:00:00 AM,T4,Departure,Domestic,326577
04/18/2018 03:12:41 PM,06/01/2014 12:00:00 AM,T1,Arrival,Domestic,387708
11/10/2020 06:01:35 AM,10/01/2020 12:00:00 AM,T2,Arrival,International,850
04/18/2018 03:12:41 PM,01/01/2014 12:00:00 AM,T7,Arrival,Domestic,229315
07/18/2019 06:18:08 AM,06/01/2019 12:00:00 AM,Miscellaneous Terminal,Arrival,International,6282
04/18/2018 03:12:41 PM,01/01/2010 12:00:00 AM,T1,Departure,Domestic,330779
04/18/2018 03:12:41 PM,08/01/2010 12:00:00 AM,T2,Arrival,International,212416
04/18/2018 03:12:41 PM,08/01/2014 12:00:00 AM,T7,Departure,Domestic,315755
04/18/2018 03:12:41 PM,02/01/2009 12:00:00 AM,T2,Arrival,International,117971
04/18/2018 03:12:41 PM,08/01/2009 12:00:00 AM,T8,Arrival,Domestic,107362
04/18/2018 03:12:41 PM,10/01/2008 12:00:00 AM,T7,Arrival,Domestic,235803
04/18/2018 03:12:41 PM,05/01/2015 12:00:00 AM,T7,Departure,Domestic,277726
04/18/2018 03:12:41 PM,05/01/2010 12:00:00 AM,Miscellaneous Terminal,Arrival,Domestic,35
04/18/2018 03:12:41 PM,02/01/2009 12:00:00 AM,T6,Arrival,Domestic,148483
11/10/2020 06:01:35 AM,10/01/2020 12:00:00 AM,T8,Departure,International,160
04/18/2018 03:12:41 PM,09/01/2006 12:00:00 AM,T4,Departure,International,46217
04/18/2018 03:12:41 PM,09/01/2016 12:00:00 AM,T3,Departure,International,2328
04/18/2018 03:12:41 PM,08/01/2013 12:00:00 AM,Miscellaneous Terminal,Arrival,Domestic,82289
04/18/2018 03:12:41 PM,11/01/2007 12:00:00 AM,T7,Arrival,International,35282
08/21/2018 11:02:45 AM,07/01/2018 12:00:00 AM,T2,Arrival,Domestic,208939
04/18/2018 03:12:41 PM,01/01/2018 12:00:00 AM,T6,Departure,International,93868
04/18/2018 03:12:41 PM,05/01/2007 12:00:00 AM,T6,Arrival,Domestic,226762
04/18/2018 03:12:41 PM,09/01/2012 12:00:00 AM,T2,Departure,Domestic,30281
04/18/2018 03:12:41 PM,06/01/2011 12:00:00 AM,T3,Arrival,Domestic,263526
04/18/2018 03:12:41 PM,03/01/2013 12:00:00 AM,T3,Arrival,Domestic,177304
01/30/2019 07:34:09 AM,12/01/2018 12:00:00 AM,T8,Arrival,Domestic,141705
04/18/2018 03:12:41 PM,05/01/2008 12:00:00 AM,T7,Departure,Domestic,247250
04/18/2018 03:12:41 PM,12/01/2009 12:00:00 AM,T4,Arrival,International,16432
08/21/2018 11:02:45 AM,07/01/2018 12:00:00 AM,T5,Departure,Domestic,484462
04/18/2018 03:12:41 PM,11/01/2013 12:00:00 AM,T8,Arrival,Domestic,110591
04/18/2018 03:12:41 PM,07/01/2010 12:00:00 AM,T2,Arrival,Domestic,28249
04/18/2018 03:12:41 PM,09/01/2017 12:00:00 AM,T3,Arrival,Domestic,282240
04/18/2018 03:12:41 PM,02/01/2009 12:00:00 AM,T7,Departure,Domestic,190211
04/18/2018 03:12:41 PM,01/01/2010 12:00:00 AM,T7,Departure,Domestic,226176
07/12/2018 02:24:30 PM,06/01/2018 12:00:00 AM,TBIT,Departure,Domestic,19777
04/18/2018 03:12:41 PM,02/01/2013 12:00:00 AM,T4,Departure,Domestic,300494
04/18/2018 03:12:41 PM,11/01/2007 12:00:00 AM,Miscellaneous Terminal,Arrival,Domestic,559
04/18/2018 03:12:41 PM,10/01/2014 12:00:00 AM,Miscellaneous Terminal,Departure,International,2
04/18/2018 03:12:41 PM,09/01/2017 12:00:00 AM,T1,Departure,Domestic,375632
09/10/2020 06:01:23 AM,08/01/2020 12:00:00 AM,T5,Departure,International,154
04/18/2018 03:12:41 PM,07/01/2013 12:00:00 AM,T3,Arrival,Domestic,267386
04/18/2018 03:12:41 PM,10/01/2013 12:00:00 AM,T3,Departure,Domestic,227621
03/03/2021 10:48:12 AM,01/01/2021 12:00:00 AM,T8,Departure,Domestic,25355
04/18/2018 03:12:41 PM,03/01/2016 12:00:00 AM,T5,Departure,International,67364
07/16/2018 02:36:06 PM,06/01/2018 12:00:00 AM,T1,Departure,Domestic,420142
01/30/2019 07:34:09 AM,12/01/2018 12:00:00 AM,Miscellaneous Terminal,Departure,Domestic,116724
11/25/2018 11:40:39 AM,10/01/2018 12:00:00 AM,T5,Departure,International,399
05/10/2020 06:01:34 AM,04/01/2020 12:00:00 AM,T3,Arrival,Domestic,5118
04/18/2018 03:12:41 PM,02/01/2010 12:00:00 AM,T1,Departure,Domestic,293510
04/18/2018 03:12:41 PM,06/01/2017 12:00:00 AM,T3,Arrival,International,4008
12/26/2018 06:52:40 AM,11/01/2018 12:00:00 AM,T4,Departure,International,68870
04/18/2018 03:12:41 PM,03/01/2015 12:00:00 AM,T4,Departure,International,37672
04/18/2018 03:12:41 PM,07/01/2009 12:00:00 AM,TBIT,Departure,International,367204
04/18/2018 03:12:41 PM,09/01/2012 12:00:00 AM,T4,Arrival,Domestic,404128
04/18/2018 03:12:41 PM,12/01/2006 12:00:00 AM,T4,Departure,Domestic,422171
04/18/2018 03:12:41 PM,02/01/2013 12:00:00 AM,T5,Arrival,Domestic,207561
04/18/2018 03:12:41 PM,10/01/2011 12:00:00 AM,T4,Departure,Domestic,446966
04/18/2018 03:12:41 PM,08/01/2013 12:00:00 AM,TBIT,Departure,International,383886
04/18/2018 03:12:41 PM,04/01/2015 12:00:00 AM,T8,Departure,Domestic,163323
04/18/2018 03:12:41 PM,11/01/2013 12:00:00 AM,T2,Arrival,International,169974
04/18/2018 03:12:41 PM,03/01/2014 12:00:00 AM,Miscellaneous Terminal,Departure,International,2
04/18/2018 03:12:41 PM,02/01/2010 12:00:00 AM,T2,Departure,Domestic,11481
04/18/2018 03:12:41 PM,02/01/2017 12:00:00 AM,Miscellaneous Terminal,Departure,Domestic,104765
04/18/2018 03:12:41 PM,12/01/2011 12:00:00 AM,T2,Departure,International,194020
04/18/2018 03:12:41 PM,01/01/2008 12:00:00 AM,T2,Departure,International,166038
04/18/2018 03:12:41 PM,08/01/2012 12:00:00 AM,T7,Departure,International,35741
12/26/2018 06:52:40 AM,11/01/2018 12:00:00 AM,T6,Departure,International,95804
04/18/2018 03:12:41 PM,11/01/2016 12:00:00 AM,T7,Arrival,Domestic,301844
04/18/2018 03:12:41 PM,02/01/2011 12:00:00 AM,T4,Departure,International,33222
09/26/2018 09:27:08 AM,08/01/2018 12:00:00 AM,TBIT,Departure,International,773959
04/18/2018 03:12:41 PM,04/01/2009 12:00:00 AM,T8,Arrival,International,4358
04/18/2018 03:12:41 PM,07/01/2009 12:00:00 AM,T2,Departure,Domestic,28300
04/18/2018 03:12:41 PM,12/01/2006 12:00:00 AM,T6,Departure,Domestic,225614
04/18/2018 03:12:41 PM,07/01/2013 12:00:00 AM,T8,Departure,Domestic,136040
04/18/2018 03:12:41 PM,04/01/2017 12:00:00 AM,T5,Arrival,Domestic,423720
04/18/2018 03:12:41 PM,04/01/2011 12:00:00 AM,T1,Arrival,Domestic,371422
04/08/2020 09:58:08 AM,03/01/2020 12:00:00 AM,T8,Arrival,International,1179
04/18/2018 03:12:41 PM,08/01/2009 12:00:00 AM,T6,Departure,International,16181
12/26/2018 06:52:40 AM,11/01/2018 12:00:00 AM,T2,Departure,Domestic,223212
04/18/2018 03:12:41 PM,04/01/2006 12:00:00 AM,T6,Departure,International,5810
04/18/2018 03:12:41 PM,08/01/2017 12:00:00 AM,Miscellaneous Terminal,Arrival,International,3033
04/18/2018 03:12:41 PM,11/01/2008 12:00:00 AM,T5,Departure,International,24401
04/18/2018 03:12:41 PM,12/01/2008 12:00:00 AM,Miscellaneous Terminal,Arrival,Domestic,642
04/18/2018 03:12:41 PM,06/01/2011 12:00:00 AM,T2,Arrival,Domestic,30422
04/18/2018 03:12:41 PM,08/01/2007 12:00:00 AM,T4,Arrival,Domestic,449805
04/18/2018 03:12:41 PM,02/01/2010 12:00:00 AM,T8,Departure,Domestic,129146
04/18/2018 03:12:41 PM,07/01/2014 12:00:00 AM,T6,Departure,International,82225
04/18/2018 03:12:41 PM,01/01/2017 12:00:00 AM,T2,Departure,Domestic,38118
04/18/2018 03:12:41 PM,01/01/2014 12:00:00 AM,T2,Departure,Domestic,29127
10/27/2020 08:53:01 AM,09/01/2020 12:00:00 AM,T7,Arrival,Domestic,115383
04/18/2018 03:12:41 PM,12/01/2012 12:00:00 AM,TBIT,Departure,Domestic,8553
04/18/2018 03:12:41 PM,08/01/2006 12:00:00 AM,T4,Arrival,Domestic,437457
04/18/2018 03:12:41 PM,12/01/2013 12:00:00 AM,T7,Departure,Domestic,270112
04/18/2018 03:12:41 PM,05/01/2006 12:00:00 AM,T7,Arrival,Domestic,278391
02/28/2020 08:21:30 AM,01/01/2020 12:00:00 AM,T2,Arrival,International,79978
04/18/2018 03:12:41 PM,12/01/2017 12:00:00 AM,T8,Departure,Domestic,106661
04/08/2020 09:58:08 AM,02/01/2020 12:00:00 AM,T5,Departure,International,650
04/18/2018 03:12:41 PM,12/01/2017 12:00:00 AM,T3,Arrival,International,3135
04/18/2018 03:12:41 PM,06/01/2008 12:00:00 AM,T8,Departure,Domestic,111322
04/18/2018 03:12:41 PM,02/01/2006 12:00:00 AM,T6,Arrival,Domestic,179516
04/18/2018 03:12:41 PM,07/01/2007 12:00:00 AM,T1,Departure,Domestic,480495
04/18/2018 03:12:41 PM,06/01/2013 12:00:00 AM,T1,Arrival,Domestic,443289
04/18/2018 03:12:41 PM,10/01/2007 12:00:00 AM,T7,Departure,Domestic,247787
04/18/2018 03:12:41 PM,02/01/2008 12:00:00 AM,T6,Arrival,International,892
11/10/2019 06:01:31 AM,09/01/2019 12:00:00 AM,T2,Departure,Domestic,289258
04/18/2018 03:12:41 PM,12/01/2011 12:00:00 AM,T3,Arrival,Domestic,243336
01/30/2019 07:34:09 AM,12/01/2018 12:00:00 AM,T5,Arrival,International,9330
04/18/2018 03:12:41 PM,08/01/2015 12:00:00 AM,TBIT,Departure,Domestic,17279
04/18/2018 03:12:41 PM,01/01/2011 12:00:00 AM,T5,Departure,International,17794
04/18/2018 03:12:41 PM,06/01/2010 12:00:00 AM,TBIT,Arrival,International,435636
04/18/2018 03:12:41 PM,06/01/2015 12:00:00 AM,T6,Arrival,Domestic,330152
04/18/2018 03:12:41 PM,12/01/2013 12:00:00 AM,T5,Arrival,Domestic,290344
04/18/2018 03:12:41 PM,06/01/2011 12:00:00 AM,TBIT,Arrival,International,436728
04/18/2018 03:12:41 PM,05/01/2017 12:00:00 AM,Miscellaneous Terminal,Departure,Domestic,113742
04/18/2018 03:12:41 PM,10/01/2016 12:00:00 AM,T5,Arrival,Domestic,393134
04/18/2018 03:12:41 PM,07/01/2014 12:00:00 AM,TBIT,Departure,Domestic,7830
04/18/2018 03:12:41 PM,11/01/2015 12:00:00 AM,T5,Departure,Domestic,370462
04/18/2018 03:12:41 PM,12/01/2013 12:00:00 AM,Miscellaneous Terminal,Arrival,International,29
04/18/2018 03:12:41 PM,06/01/2009 12:00:00 AM,T8,Arrival,Domestic,109665
04/01/2021 09:37:48 AM,02/01/2021 12:00:00 AM,TBIT,Arrival,Domestic,7064
04/18/2018 03:12:41 PM,02/01/2008 12:00:00 AM,T5,Departure,International,33463
04/18/2018 03:12:41 PM,11/01/2012 12:00:00 AM,T5,Departure,Domestic,254015
05/10/2018 07:49:00 AM,04/01/2018 12:00:00 AM,T1,Arrival,Domestic,402201
04/29/2020 07:14:24 AM,03/01/2020 12:00:00 AM,T8,Departure,Domestic,57435
04/18/2018 03:12:41 PM,02/01/2006 12:00:00 AM,T3,Arrival,Domestic,115531
10/29/2018 10:20:51 AM,10/01/2017 12:00:00 AM,TBIT,Arrival,International,691716
04/18/2018 03:12:41 PM,07/01/2017 12:00:00 AM,T2,Departure,Domestic,303161
04/18/2018 03:12:41 PM,04/01/2008 12:00:00 AM,T8,Departure,Domestic,104935
04/18/2018 03:12:41 PM,06/01/2007 12:00:00 AM,T1,Departure,International,401
04/18/2018 03:12:41 PM,10/01/2006 12:00:00 AM,T7,Arrival,International,31084
04/18/2018 03:12:41 PM,05/01/2017 12:00:00 AM,T6,Arrival,Domestic,303383
04/18/2018 03:12:41 PM,09/01/2013 12:00:00 AM,T3,Departure,Domestic,213850
04/18/2018 03:12:41 PM,06/01/2009 12:00:00 AM,T3,Arrival,Domestic,169988
04/18/2018 03:12:41 PM,06/01/2014 12:00:00 AM,Miscellaneous Terminal,Arrival,International,12
04/18/2018 03:12:41 PM,02/01/2010 12:00:00 AM,Miscellaneous Terminal,Arrival,Domestic,104
01/10/2021 06:01:37 AM,11/01/2020 12:00:00 AM,T8,Arrival,Domestic,35503
04/18/2018 03:12:41 PM,11/01/2007 12:00:00 AM,T3,Arrival,Domestic,154944
04/18/2018 03:12:41 PM,10/01/2010 12:00:00 AM,T2,Arrival,International,182840
04/18/2018 03:12:41 PM,12/01/2013 12:00:00 AM,T4,Arrival,International,1639
04/18/2018 03:12:41 PM,12/01/2012 12:00:00 AM,T2,Arrival,Domestic,30594
04/18/2018 03:12:41 PM,08/01/2016 12:00:00 AM,T2,Departure,International,241210
04/18/2018 03:12:41 PM,08/01/2011 12:00:00 AM,T2,Arrival,International,215675
04/18/2018 03:12:41 PM,05/01/2015 12:00:00 AM,T5,Departure,Domestic,390042
04/10/2020 06:01:22 AM,03/01/2020 12:00:00 AM,T5,Departure,International,99
04/18/2018 03:12:41 PM,06/01/2008 12:00:00 AM,T4,Departure,International,50387
04/18/2018 03:12:41 PM,05/01/2013 12:00:00 AM,T6,Arrival,Domestic,286715
04/18/2018 03:12:41 PM,03/01/2015 12:00:00 AM,T7,Departure,International,39957
07/10/2020 06:01:26 AM,06/01/2020 12:00:00 AM,T2,Departure,Domestic,89540
04/18/2018 03:12:41 PM,11/01/2017 12:00:00 AM,T6,Arrival,Domestic,261506
04/18/2018 03:12:41 PM,03/01/2010 12:00:00 AM,T8,Departure,International,7752
04/18/2018 03:12:41 PM,04/01/2009 12:00:00 AM,T7,Arrival,International,22632
04/18/2018 03:12:41 PM,03/01/2008 12:00:00 AM,T1,Departure,Domestic,429568
04/18/2018 03:12:41 PM,05/01/2010 12:00:00 AM,T4,Arrival,International,12869
07/10/2020 06:01:26 AM,06/01/2020 12:00:00 AM,T2,Arrival,International,810
04/18/2018 03:12:41 PM,08/01/2008 12:00:00 AM,T3,Arrival,International,19226
08/27/2020 07:15:54 AM,07/01/2020 12:00:00 AM,T7,Departure,Domestic,78921
04/18/2018 03:12:41 PM,02/01/2014 12:00:00 AM,T8,Departure,Domestic,103018
04/18/2018 03:12:41 PM,06/01/2008 12:00:00 AM,T1,Departure,Domestic,448342
04/18/2018 03:12:41 PM,05/01/2010 12:00:00 AM,T5,Arrival,International,3696
08/23/2019 03:41:00 PM,07/01/2019 12:00:00 AM,T6,Arrival,Domestic,272911
04/10/2019 06:01:25 AM,03/01/2019 12:00:00 AM,T8,Arrival,International,2132
04/18/2018 03:12:41 PM,03/01/2011 12:00:00 AM,T3,Departure,Domestic,217872
04/18/2018 03:12:41 PM,10/01/2013 12:00:00 AM,T8,Arrival,Domestic,115396
04/18/2018 03:12:41 PM,10/01/2011 12:00:00 AM,T2,Arrival,International,191416
04/18/2018 03:12:41 PM,11/01/2008 12:00:00 AM,T6,Departure,Domestic,224958
04/18/2018 03:12:41 PM,02/01/2011 12:00:00 AM,T3,Departure,International,68979
06/24/2019 01:17:06 PM,05/01/2019 12:00:00 AM,T4,Departure,Domestic,384534
04/18/2018 03:12:41 PM,03/01/2010 12:00:00 AM,T2,Arrival,Domestic,12326
04/18/2018 03:12:41 PM,08/01/2015 12:00:00 AM,T2,Arrival,International,215641
10/10/2020 06:01:21 AM,09/01/2020 12:00:00 AM,T2,Arrival,International,699
11/14/2019 03:00:43 PM,10/01/2019 12:00:00 AM,T5,Departure,International,627
04/18/2018 03:12:41 PM,12/01/2014 12:00:00 AM,T2,Arrival,Domestic,42218
04/18/2018 03:12:41 PM,12/01/2013 12:00:00 AM,T5,Departure,Domestic,277839
09/10/2018 06:01:25 AM,07/01/2018 12:00:00 AM,T5,Arrival,International,18375
04/18/2018 03:12:41 PM,08/01/2015 12:00:00 AM,Miscellaneous Terminal,Departure,International,4816
03/10/2021 06:01:08 AM,02/01/2021 12:00:00 AM,T2,Departure,Domestic,155940
04/18/2018 03:12:41 PM,02/01/2014 12:00:00 AM,TBIT,Arrival,International,335724
04/18/2018 03:12:41 PM,02/01/2008 12:00:00 AM,T6,Departure,International,4267
04/18/2018 03:12:41 PM,11/01/2014 12:00:00 AM,Miscellaneous Terminal,Arrival,Domestic,46662
04/18/2018 03:12:41 PM,03/01/2016 12:00:00 AM,T8,Departure,Domestic,169167
08/23/2019 03:41:00 PM,07/01/2019 12:00:00 AM,T3,Departure,Domestic,338936
04/18/2018 03:12:41 PM,12/01/2017 12:00:00 AM,T4,Arrival,Domestic,352592
04/18/2018 03:12:41 PM,12/01/2007 12:00:00 AM,T3,Arrival,International,16520
04/18/2018 03:12:41 PM,09/01/2010 12:00:00 AM,T6,Departure,Domestic,233242
04/18/2018 03:12:41 PM,07/01/2006 12:00:00 AM,T7,Departure,International,49922
04/18/2018 03:12:41 PM,06/01/2013 12:00:00 AM,T7,Departure,International,50258
04/18/2018 03:12:41 PM,01/01/2015 12:00:00 AM,T4,Arrival,Domestic,327393
04/18/2018 03:12:41 PM,03/01/2007 12:00:00 AM,T2,Arrival,International,163261
04/18/2018 03:12:41 PM,02/01/2015 12:00:00 AM,T5,Departure,Domestic,292071
04/18/2018 03:12:41 PM,07/01/2013 12:00:00 AM,T5,Arrival,International,45104
10/10/2019 06:01:25 AM,09/01/2019 12:00:00 AM,T1,Departure,Domestic,367914
04/18/2018 03:12:41 PM,07/01/2014 12:00:00 AM,T6,Arrival,International,25861
04/18/2018 03:12:41 PM,11/01/2006 12:00:00 AM,T5,Departure,International,29027
04/18/2018 03:12:41 PM,08/01/2011 12:00:00 AM,T8,Departure,Domestic,183618
04/18/2018 03:12:41 PM,02/01/2009 12:00:00 AM,T5,Departure,Domestic,132956
10/29/2018 10:20:51 AM,06/01/2017 12:00:00 AM,T2,Arrival,International,106145
04/18/2018 03:12:41 PM,07/01/2007 12:00:00 AM,T7,Arrival,International,30892
04/18/2018 03:12:41 PM,03/01/2011 12:00:00 AM,T2,Departure,Domestic,24914
