DataExtractDate,ReportPeriod,Terminal,Arrival_Departure,Domestic_International,Passenger_Count
04/18/2018 03:12:41 PM,07/01/2007 12:00:00 AM,T5,Departure,Domestic,243381
11/10/2019 06:01:31 AM,09/01/2019 12:00:00 AM,T6,Departure,Domestic,233177
04/18/2018 03:12:41 PM,09/01/2016 12:00:00 AM,T3,Arrival,Domestic,332145
04/18/2018 03:12:41 PM,05/01/2015 12:00:00 AM,TBIT,Departure,International,495661
04/18/2018 03:12:41 PM,12/01/2014 12:00:00 AM,T7,Departure,International,43585
04/18/2018 03:12:41 PM,10/01/2011 12:00:00 AM,T3,Departure,International,72254
04/18/2018 03:12:41 PM,07/01/2017 12:00:00 AM,T5,Arrival,Domestic,449295
01/30/2019 07:34:09 AM,12/01/2018 12:00:00 AM,T2,Arrival,International,72256
04/18/2018 03:12:41 PM,11/01/2010 12:00:00 AM,T3,Departure,International,64118
04/18/2018 03:12:41 PM,04/01/2014 12:00:00 AM,T8,Departure,International,5469
04/18/2018 03:12:41 PM,08/01/2013 12:00:00 AM,T1,Arrival,Domestic,428442
04/18/2018 03:12:41 PM,01/01/2013 12:00:00 AM,T2,Departure,International,178307
04/18/2018 03:12:41 PM,08/01/2010 12:00:00 AM,T5,Arrival,Domestic,266090
12/26/2018 06:52:40 AM,11/01/2018 12:00:00 AM,T3,Departure,International,20761
04/18/2018 03:12:41 PM,04/01/2017 12:00:00 AM,T4,Departure,International,70037
04/18/2018 03:12:41 PM,10/01/2006 12:00:00 AM,T4,Departure,International,50131
04/18/2018 03:12:41 PM,07/01/2009 12:00:00 AM,T5,Departure,Domestic,306919
04/18/2018 03:12:41 PM,02/01/2009 12:00:00 AM,T2,Departure,International,127961
04/18/2018 03:12:41 PM,03/01/2016 12:00:00 AM,Miscellaneous Terminal,Arrival,International,4830
04/18/2018 03:12:41 PM,03/01/2013 12:00:00 AM,T7,Arrival,Domestic,257831
04/18/2018 03:12:41 PM,07/01/2007 12:00:00 AM,T7,Departure,Domestic,270341
04/18/2018 03:12:41 PM,03/01/2015 12:00:00 AM,T8,Departure,International,9726
01/30/2019 07:34:09 AM,12/01/2018 12:00:00 AM,TBIT,Departure,Domestic,22452
10/29/2018 10:20:51 AM,08/01/2018 12:00:00 AM,T2,Arrival,International,124242
04/18/2018 03:12:41 PM,02/01/2013 12:00:00 AM,T7,Departure,Domestic,210580
04/18/2018 03:12:41 PM,10/01/2012 12:00:00 AM,TBIT,Departure,International,340936
04/18/2018 03:12:41 PM,02/01/2012 12:00:00 AM,T5,Departure,International,19853
04/18/2018 03:12:41 PM,09/01/2013 12:00:00 AM,TBIT,Arrival,International,424628
04/18/2018 03:12:41 PM,06/01/2016 12:00:00 AM,T6,Departure,International,46844
04/18/2018 03:12:41 PM,03/01/2017 12:00:00 AM,Miscellaneous Terminal,Departure,International,4540
04/18/2018 03:12:41 PM,02/01/2011 12:00:00 AM,T2,Departure,International,161350
04/18/2018 03:12:41 PM,12/01/2008 12:00:00 AM,T7,Arrival,Domestic,223868
04/18/2018 03:12:41 PM,02/01/2015 12:00:00 AM,T1,Departure,Domestic,292486
04/18/2018 03:12:41 PM,08/01/2008 12:00:00 AM,T8,Arrival,Domestic,104857
07/11/2018 02:24:22 PM,05/01/2018 12:00:00 AM,T8,Departure,International,10371
04/18/2018 03:12:41 PM,10/01/2015 12:00:00 AM,T7,Departure,Domestic,278711
04/18/2018 03:12:41 PM,04/01/2013 12:00:00 AM,T4,Departure,Domestic,362869
04/18/2018 03:12:41 PM,01/01/2016 12:00:00 AM,Miscellaneous Terminal,Departure,Domestic,95414
04/18/2018 03:12:41 PM,08/01/2010 12:00:00 AM,T8,Arrival,International,3854
04/18/2018 03:12:41 PM,01/01/2009 12:00:00 AM,T3,Arrival,Domestic,127674
04/18/2018 03:12:41 PM,12/01/2016 12:00:00 AM,T7,Arrival,Domestic,317373
04/18/2018 03:12:41 PM,01/01/2018 12:00:00 AM,T2,Departure,Domestic,223645
07/18/2019 06:18:08 AM,06/01/2019 12:00:00 AM,Miscellaneous Terminal,Departure,International,6475
04/01/2021 09:37:48 AM,02/01/2021 12:00:00 AM,T8,Arrival,Domestic,27199
04/18/2018 03:12:41 PM,03/01/2016 12:00:00 AM,T2,Departure,Domestic,39090
03/03/2021 10:48:12 AM,01/01/2021 12:00:00 AM,T4,Arrival,International,2252
04/18/2018 03:12:41 PM,08/01/2016 12:00:00 AM,T1,Departure,Domestic,413249
04/18/2018 03:12:41 PM,05/01/2006 12:00:00 AM,Imperial Terminal,Departure,Domestic,229
04/18/2018 03:12:41 PM,02/01/2017 12:00:00 AM,Miscellaneous Terminal,Arrival,International,4085
03/22/2019 10:49:20 AM,01/01/2018 12:00:00 AM,TBIT,Departure,Domestic,29189
05/10/2019 06:01:23 AM,04/01/2019 12:00:00 AM,T8,Departure,International,8012
04/18/2018 03:12:41 PM,05/01/2015 12:00:00 AM,T1,Arrival,Domestic,392405
04/18/2018 03:12:41 PM,11/01/2016 12:00:00 AM,T4,Departure,Domestic,318080
04/18/2018 03:12:41 PM,01/01/2012 12:00:00 AM,T4,Arrival,Domestic,406375
04/18/2018 03:12:41 PM,04/01/2013 12:00:00 AM,TBIT,Departure,Domestic,8147
04/18/2018 03:12:41 PM,11/01/2011 12:00:00 AM,T1,Departure,Domestic,366118
04/18/2018 03:12:41 PM,11/01/2013 12:00:00 AM,T3,Departure,International,16593
01/10/2019 06:01:19 AM,12/01/2018 12:00:00 AM,T2,Departure,Domestic,267238
04/18/2018 03:12:41 PM,05/01/2007 12:00:00 AM,T4,Arrival,Domestic,420116
04/18/2018 03:12:41 PM,11/01/2012 12:00:00 AM,T8,Arrival,International,1584
12/26/2018 06:52:40 AM,11/01/2018 12:00:00 AM,T7,Arrival,International,60652
04/18/2018 03:12:41 PM,01/01/2011 12:00:00 AM,T4,Departure,Domestic,333685
04/18/2018 03:12:41 PM,08/01/2014 12:00:00 AM,T2,Arrival,Domestic,55895
04/18/2018 03:12:41 PM,09/01/2006 12:00:00 AM,T6,Departure,International,3446
04/08/2020 09:58:08 AM,03/01/2020 12:00:00 AM,TBIT,Arrival,Domestic,2864
04/18/2018 03:12:41 PM,05/01/2017 12:00:00 AM,T3,Arrival,International,2126
11/25/2018 11:40:39 AM,10/01/2018 12:00:00 AM,T4,Arrival,International,60687
04/18/2018 03:12:41 PM,03/01/2009 12:00:00 AM,T6,Departure,International,4803
04/18/2018 03:12:41 PM,06/01/2016 12:00:00 AM,T4,Departure,International,61845
04/18/2018 03:12:41 PM,07/01/2006 12:00:00 AM,T6,Arrival,International,13247
04/29/2019 01:10:30 PM,01/01/2019 12:00:00 AM,T1,Departure,Domestic,374394
09/26/2018 09:27:08 AM,08/01/2018 12:00:00 AM,T4,Arrival,International,72403
04/18/2018 03:12:41 PM,05/01/2016 12:00:00 AM,T1,Departure,International,1713
04/18/2018 03:12:41 PM,01/01/2017 12:00:00 AM,T1,Departure,Domestic,363332
04/18/2018 03:12:41 PM,07/01/2015 12:00:00 AM,T3,Departure,International,4480
09/28/2020 04:07:45 PM,08/01/2020 12:00:00 AM,T6,Departure,International,20722
04/18/2018 03:12:41 PM,11/01/2015 12:00:00 AM,T8,Departure,International,12445
10/29/2018 10:20:51 AM,09/01/2018 12:00:00 AM,T4,Arrival,Domestic,332474
04/18/2018 03:12:41 PM,07/01/2009 12:00:00 AM,T7,Arrival,International,27364
04/18/2018 03:12:41 PM,06/01/2017 12:00:00 AM,T5,Departure,Domestic,459054
04/18/2018 03:12:41 PM,03/01/2016 12:00:00 AM,TBIT,Departure,International,468125
04/18/2018 03:12:41 PM,04/01/2013 12:00:00 AM,T5,Departure,Domestic,284807
04/18/2018 03:12:41 PM,09/01/2017 12:00:00 AM,T4,Departure,International,65647
04/18/2018 03:12:41 PM,11/01/2014 12:00:00 AM,T7,Departure,International,37090
01/10/2020 06:01:24 AM,12/01/2019 12:00:00 AM,T2,Arrival,Domestic,265005
04/18/2018 03:12:41 PM,10/01/2013 12:00:00 AM,Miscellaneous Terminal,Departure,International,9
01/11/2021 11:36:47 AM,12/01/2020 12:00:00 AM,T6,Departure,Domestic,58461
01/10/2021 06:01:37 AM,12/01/2020 12:00:00 AM,Miscellaneous Terminal,Arrival,Domestic,261
04/18/2018 03:12:41 PM,09/01/2014 12:00:00 AM,TBIT,Arrival,International,472484
04/18/2018 03:12:41 PM,06/01/2013 12:00:00 AM,T3,Departure,Domestic,255154
02/28/2020 08:21:30 AM,01/01/2020 12:00:00 AM,T6,Departure,International,96354
10/29/2018 10:20:51 AM,03/01/2017 12:00:00 AM,T2,Arrival,International,198726
04/18/2018 03:12:41 PM,12/01/2008 12:00:00 AM,T8,Arrival,International,4147
06/10/2019 06:01:29 AM,05/01/2019 12:00:00 AM,T1,Departure,Domestic,413249
04/18/2018 03:12:41 PM,03/01/2011 12:00:00 AM,T8,Arrival,Domestic,154272
04/18/2018 03:12:41 PM,02/01/2017 12:00:00 AM,TBIT,Departure,International,432538
04/18/2018 03:12:41 PM,06/01/2012 12:00:00 AM,T5,Arrival,International,37622
09/26/2018 09:27:08 AM,08/01/2018 12:00:00 AM,T3,Departure,Domestic,366557
04/18/2018 03:12:41 PM,02/01/2008 12:00:00 AM,T4,Arrival,Domestic,356838
09/27/2019 07:57:24 AM,08/01/2019 12:00:00 AM,T6,Arrival,International,99653
04/18/2018 03:12:41 PM,03/01/2018 12:00:00 AM,T1,Arrival,Domestic,417051
04/18/2018 03:12:41 PM,11/01/2017 12:00:00 AM,Miscellaneous Terminal,Departure,Domestic,118945
04/18/2018 03:12:41 PM,01/01/2010 12:00:00 AM,T6,Arrival,International,10038
04/18/2018 03:12:41 PM,02/01/2007 12:00:00 AM,T5,Arrival,International,27250
01/30/2019 07:34:09 AM,12/01/2018 12:00:00 AM,T1,Departure,Domestic,409581
04/18/2018 03:12:41 PM,07/01/2016 12:00:00 AM,T3,Departure,Domestic,390418
04/18/2018 03:12:41 PM,01/01/2015 12:00:00 AM,T2,Arrival,Domestic,35390
04/18/2018 03:12:41 PM,02/01/2016 12:00:00 AM,TBIT,Departure,Domestic,18532
04/18/2018 03:12:41 PM,03/01/2010 12:00:00 AM,T6,Departure,Domestic,195959
04/18/2018 03:12:41 PM,12/01/2007 12:00:00 AM,T4,Arrival,Domestic,418774
04/18/2018 03:12:41 PM,04/01/2017 12:00:00 AM,T7,Arrival,Domestic,281947
04/18/2018 03:12:41 PM,07/01/2016 12:00:00 AM,T4,Departure,Domestic,384861
04/18/2018 03:12:41 PM,07/01/2017 12:00:00 AM,T5,Arrival,International,22998
04/18/2018 03:12:41 PM,04/01/2008 12:00:00 AM,T6,Arrival,International,1094
04/18/2018 03:12:41 PM,09/01/2014 12:00:00 AM,T7,Arrival,International,56137
04/18/2018 03:12:41 PM,04/01/2007 12:00:00 AM,T7,Departure,International,33288
04/18/2018 03:12:41 PM,04/01/2006 12:00:00 AM,T3,Arrival,International,25800
04/18/2018 03:12:41 PM,06/01/2017 12:00:00 AM,T8,Departure,International,14913
08/10/2020 06:01:25 AM,07/01/2020 12:00:00 AM,T2,Departure,International,7208
04/18/2018 03:12:41 PM,01/01/2009 12:00:00 AM,T6,Arrival,Domestic,169184
04/18/2018 03:12:41 PM,01/01/2014 12:00:00 AM,T4,Arrival,Domestic,346767
04/18/2018 03:12:41 PM,07/01/2007 12:00:00 AM,T3,Arrival,International,24401
04/18/2018 03:12:41 PM,10/01/2016 12:00:00 AM,Miscellaneous Terminal,Arrival,Domestic,115955
04/18/2018 03:12:41 PM,02/01/2014 12:00:00 AM,T4,Departure,Domestic,307162
04/18/2018 03:12:41 PM,07/01/2015 12:00:00 AM,TBIT,Departure,International,555465
04/18/2018 03:12:41 PM,10/01/2017 12:00:00 AM,T5,Arrival,Domestic,383484
04/18/2018 03:12:41 PM,06/01/2008 12:00:00 AM,T2,Arrival,International,150390
03/10/2019 06:01:32 AM,02/01/2019 12:00:00 AM,T7,Arrival,International,51066
04/18/2018 03:12:41 PM,07/01/2011 12:00:00 AM,T1,Arrival,Domestic,422174
09/28/2020 04:07:45 PM,08/01/2020 12:00:00 AM,T8,Departure,International,52
04/18/2018 03:12:41 PM,12/01/2015 12:00:00 AM,T1,Departure,Domestic,379328
04/18/2018 03:12:41 PM,11/01/2012 12:00:00 AM,T2,Departure,International,162919
04/18/2018 03:12:41 PM,09/01/2013 12:00:00 AM,T2,Arrival,International,204922
04/18/2018 03:12:41 PM,04/01/2007 12:00:00 AM,Miscellaneous Terminal,Arrival,Domestic,359
04/18/2018 03:12:41 PM,06/01/2015 12:00:00 AM,T7,Departure,International,44793
04/18/2018 03:12:41 PM,12/01/2007 12:00:00 AM,T5,Departure,International,56075
04/18/2018 03:12:41 PM,08/01/2008 12:00:00 AM,T7,Arrival,International,29158
04/18/2018 03:12:41 PM,06/01/2011 12:00:00 AM,T7,Departure,International,36024
04/18/2018 03:12:41 PM,03/01/2006 12:00:00 AM,Miscellaneous Terminal,Arrival,Domestic,727
04/18/2018 03:12:41 PM,03/01/2014 12:00:00 AM,T1,Departure,Domestic,333701
03/03/2021 10:48:12 AM,01/01/2021 12:00:00 AM,T5,Departure,International,1042
04/18/2018 03:12:41 PM,11/01/2016 12:00:00 AM,T1,Arrival,Domestic,402293
04/18/2018 03:12:41 PM,10/01/2014 12:00:00 AM,T5,Arrival,International,44966
04/18/2018 03:12:41 PM,04/01/2008 12:00:00 AM,T8,Arrival,Domestic,107309
04/18/2018 03:12:41 PM,11/01/2010 12:00:00 AM,T8,Departure,Domestic,135456
04/18/2018 03:12:41 PM,07/01/2015 12:00:00 AM,Miscellaneous Terminal,Arrival,Domestic,100316
04/18/2018 03:12:41 PM,06/01/2006 12:00:00 AM,T4,Arrival,International,67925
04/18/2018 03:12:41 PM,05/01/2017 12:00:00 AM,T5,Arrival,Domestic,427551
04/18/2018 03:12:41 PM,01/01/2011 12:00:00 AM,T6,Arrival,Domestic,197567
04/18/2018 03:12:41 PM,08/01/2013 12:00:00 AM,T4,Arrival,International,7235
04/18/2018 03:12:41 PM,10/01/2016 12:00:00 AM,T6,Departure,International,53029
09/27/2019 07:57:24 AM,08/01/2019 12:00:00 AM,T4,Arrival,International,64550
04/18/2018 03:12:41 PM,03/01/2008 12:00:00 AM,T2,Arrival,International,161206
05/04/2020 06:39:48 AM,02/01/2020 12:00:00 AM,Miscellaneous Terminal,Arrival,Domestic,102520
04/18/2018 03:12:41 PM,04/01/2008 12:00:00 AM,T3,Arrival,International,15720
04/18/2018 03:12:41 PM,02/01/2009 12:00:00 AM,T4,Departure,Domestic,310063
04/18/2018 03:12:41 PM,09/01/2012 12:00:00 AM,T5,Departure,Domestic,233851
04/18/2018 03:12:41 PM,12/01/2015 12:00:00 AM,T8,Departure,Domestic,178035
04/18/2018 03:12:41 PM,12/01/2014 12:00:00 AM,T4,Departure,International,33932
09/26/2018 09:27:08 AM,08/01/2018 12:00:00 AM,T6,Arrival,International,100587
01/02/2020 10:43:42 AM,11/01/2019 12:00:00 AM,Miscellaneous Terminal,Departure,International,5398
04/18/2018 03:12:41 PM,08/01/2010 12:00:00 AM,T6,Departure,Domestic,304380
04/18/2018 03:12:41 PM,07/01/2007 12:00:00 AM,T2,Arrival,International,181925
04/18/2018 03:12:41 PM,12/01/2015 12:00:00 AM,Miscellaneous Terminal,Arrival,International,3475
08/03/2020 07:35:04 AM,06/01/2020 12:00:00 AM,TBIT,Departure,Domestic,679
04/18/2018 03:12:41 PM,01/01/2007 12:00:00 AM,T8,Departure,International,3575
04/18/2018 03:12:41 PM,01/01/2016 12:00:00 AM,T6,Departure,International,54376
09/27/2019 07:57:24 AM,08/01/2019 12:00:00 AM,T1,Departure,International,6106
03/14/2019 06:45:08 AM,02/01/2019 12:00:00 AM,TBIT,Departure,Domestic,25008
04/10/2019 06:01:25 AM,03/01/2019 12:00:00 AM,T4,Departure,Domestic,389888
04/18/2018 03:12:41 PM,12/01/2013 12:00:00 AM,TBIT,Departure,International,350906
04/18/2018 03:12:41 PM,04/01/2013 12:00:00 AM,T5,Arrival,Domestic,263748
04/18/2018 03:12:41 PM,07/01/2010 12:00:00 AM,Miscellaneous Terminal,Arrival,Domestic,239
04/18/2018 03:12:41 PM,11/01/2010 12:00:00 AM,Miscellaneous Terminal,Departure,Domestic,379
04/18/2018 03:12:41 PM,06/01/2009 12:00:00 AM,TBIT,Arrival,International,386473
11/10/2019 06:01:31 AM,09/01/2019 12:00:00 AM,TBIT,Departure,Domestic,24432
04/18/2018 03:12:41 PM,12/01/2017 12:00:00 AM,T7,Departure,International,56650
04/18/2018 03:12:41 PM,01/01/2014 12:00:00 AM,T4,Departure,Domestic,338827
04/18/2018 03:12:41 PM,02/01/2015 12:00:00 AM,TBIT,Departure,Domestic,3695
08/27/2020 07:15:54 AM,07/01/2020 12:00:00 AM,Miscellaneous Terminal,Arrival,International,6
04/18/2018 03:12:41 PM,08/01/2008 12:00:00 AM,T5,Arrival,Domestic,221661
04/18/2018 03:12:41 PM,11/01/2011 12:00:00 AM,T5,Departure,Domestic,232636
01/30/2019 07:34:09 AM,12/01/2018 12:00:00 AM,T1,Arrival,Domestic,416459
01/10/2020 06:01:24 AM,12/01/2019 12:00:00 AM,T7,Departure,International,45176
04/18/2018 03:12:41 PM,11/01/2007 12:00:00 AM,T4,Arrival,International,73992
04/18/2018 03:12:41 PM,10/01/2010 12:00:00 AM,T3,Departure,Domestic,186794
04/18/2018 03:12:41 PM,06/01/2017 12:00:00 AM,T8,Departure,Domestic,177501
04/18/2018 03:12:41 PM,01/01/2016 12:00:00 AM,T5,Departure,Domestic,338862
04/18/2018 03:12:41 PM,10/01/2006 12:00:00 AM,T3,Departure,International,47829
04/18/2018 03:12:41 PM,07/01/2007 12:00:00 AM,T6,Arrival,International,2312
04/18/2018 03:12:41 PM,09/01/2015 12:00:00 AM,T6,Arrival,Domestic,298442
04/18/2018 03:12:41 PM,08/01/2014 12:00:00 AM,TBIT,Departure,International,484675
02/28/2020 08:21:30 AM,01/01/2020 12:00:00 AM,T8,Arrival,Domestic,118008
07/18/2019 06:18:08 AM,06/01/2019 12:00:00 AM,Miscellaneous Terminal,Arrival,Domestic,123994
11/10/2020 06:01:35 AM,10/01/2020 12:00:00 AM,T7,Arrival,Domestic,140683
01/10/2021 06:01:37 AM,11/01/2020 12:00:00 AM,T5,Departure,International,1513
04/18/2018 03:12:41 PM,11/01/2010 12:00:00 AM,TBIT,Departure,International,259067
09/26/2018 09:27:08 AM,08/01/2018 12:00:00 AM,Miscellaneous Terminal,Departure,Domestic,126807
04/18/2018 03:12:41 PM,08/01/2017 12:00:00 AM,TBIT,Arrival,Domestic,8639
04/18/2018 03:12:41 PM,01/01/2009 12:00:00 AM,T1,Arrival,Domestic,346898
04/18/2018 03:12:41 PM,12/01/2010 12:00:00 AM,TBIT,Departure,Domestic,5016
11/10/2019 06:01:31 AM,09/01/2019 12:00:00 AM,T2,Departure,International,83109
04/18/2018 03:12:41 PM,05/01/2015 12:00:00 AM,TBIT,Arrival,International,517377
04/18/2018 03:12:41 PM,06/01/2012 12:00:00 AM,Miscellaneous Terminal,Departure,Domestic,128
04/18/2018 03:12:41 PM,02/01/2016 12:00:00 AM,T6,Arrival,International,4368
04/18/2018 03:12:41 PM,09/01/2010 12:00:00 AM,T3,Departure,Domestic,156285
04/18/2018 03:12:41 PM,04/01/2012 12:00:00 AM,T7,Departure,Domestic,183534
04/18/2018 03:12:41 PM,04/01/2016 12:00:00 AM,T8,Arrival,International,4121
04/18/2018 03:12:41 PM,10/01/2007 12:00:00 AM,T7,Arrival,International,26501
04/18/2018 03:12:41 PM,02/01/2018 12:00:00 AM,T5,Departure,Domestic,328169
04/18/2018 03:12:41 PM,01/01/2012 12:00:00 AM,T8,Departure,Domestic,133835
04/18/2018 03:12:41 PM,07/01/2012 12:00:00 AM,T6,Departure,Domestic,455832
04/18/2018 03:12:41 PM,11/01/2009 12:00:00 AM,TBIT,Arrival,Domestic,7044
11/10/2019 06:01:31 AM,08/01/2019 12:00:00 AM,TBIT,Arrival,International,873919
04/18/2018 03:12:41 PM,02/01/2014 12:00:00 AM,T6,Departure,Domestic,219351
04/18/2018 03:12:41 PM,04/01/2011 12:00:00 AM,T6,Arrival,International,22618
04/18/2018 03:12:41 PM,03/01/2010 12:00:00 AM,T2,Departure,International,162792
04/18/2018 03:12:41 PM,10/01/2017 12:00:00 AM,T5,Departure,Domestic,388989
04/18/2018 03:12:41 PM,10/01/2016 12:00:00 AM,Miscellaneous Terminal,Departure,Domestic,115972
04/18/2018 03:12:41 PM,03/01/2012 12:00:00 AM,T3,Departure,Domestic,238752
04/18/2018 03:12:41 PM,05/01/2006 12:00:00 AM,TBIT,Departure,International,386494
10/29/2018 10:20:51 AM,09/01/2018 12:00:00 AM,T7,Departure,International,39317
04/18/2018 03:12:41 PM,08/01/2009 12:00:00 AM,T8,Departure,International,7388
04/18/2018 03:12:41 PM,01/01/2011 12:00:00 AM,T1,Arrival,Domestic,352873
04/18/2018 03:12:41 PM,04/01/2015 12:00:00 AM,T4,Departure,International,39611
04/18/2018 03:12:41 PM,10/01/2007 12:00:00 AM,T8,Departure,Domestic,112789
04/18/2018 03:12:41 PM,01/01/2007 12:00:00 AM,T5,Departure,International,40452
04/18/2018 03:12:41 PM,11/01/2014 12:00:00 AM,T8,Departure,International,8926
04/18/2018 03:12:41 PM,06/01/2016 12:00:00 AM,T1,Departure,Domestic,414521
04/18/2018 03:12:41 PM,10/01/2011 12:00:00 AM,T6,Arrival,Domestic,223354
04/18/2018 03:12:41 PM,03/01/2013 12:00:00 AM,T1,Arrival,Domestic,419621
04/18/2018 03:12:41 PM,07/01/2010 12:00:00 AM,T6,Departure,Domestic,310019
04/18/2018 03:12:41 PM,07/01/2011 12:00:00 AM,T4,Arrival,International,20583
04/18/2018 03:12:41 PM,09/01/2013 12:00:00 AM,T7,Departure,Domestic,230725
04/18/2018 03:12:41 PM,01/01/2014 12:00:00 AM,T6,Departure,International,75577
04/18/2018 03:12:41 PM,10/01/2006 12:00:00 AM,T8,Departure,Domestic,122141
04/18/2018 03:12:41 PM,08/01/2006 12:00:00 AM,T5,Departure,International,39815
07/11/2018 02:24:22 PM,06/01/2018 12:00:00 AM,T7,Arrival,International,83902
04/18/2018 03:12:41 PM,07/01/2013 12:00:00 AM,TBIT,Departure,Domestic,7447
04/18/2018 03:12:41 PM,03/01/2009 12:00:00 AM,T6,Arrival,Domestic,175185
04/18/2018 03:12:41 PM,08/01/2015 12:00:00 AM,T5,Arrival,Domestic,379191
04/18/2018 03:12:41 PM,02/01/2012 12:00:00 AM,T4,Arrival,Domestic,382645
04/18/2018 03:12:41 PM,07/01/2007 12:00:00 AM,T5,Arrival,International,49246
04/18/2018 03:12:41 PM,10/01/2007 12:00:00 AM,T6,Departure,Domestic,207534
04/18/2018 03:12:41 PM,10/01/2014 12:00:00 AM,T8,Departure,International,3431
04/18/2018 03:12:41 PM,08/01/2017 12:00:00 AM,T6,Arrival,International,92610
04/18/2018 03:12:41 PM,01/01/2008 12:00:00 AM,TBIT,Arrival,International,427648
07/18/2019 06:18:08 AM,06/01/2019 12:00:00 AM,T4,Arrival,International,60998
04/18/2018 03:12:41 PM,03/01/2015 12:00:00 AM,T7,Arrival,International,78448
04/18/2018 03:12:41 PM,05/01/2007 12:00:00 AM,T7,Departure,International,34494
04/18/2018 03:12:41 PM,06/01/2011 12:00:00 AM,T8,Arrival,International,3576
09/27/2019 07:57:24 AM,08/01/2019 12:00:00 AM,T6,Arrival,Domestic,269938
04/18/2018 03:12:41 PM,11/01/2013 12:00:00 AM,T8,Departure,Domestic,107507
01/02/2020 10:43:42 AM,11/01/2019 12:00:00 AM,T7,Arrival,International,65782
04/18/2018 03:12:41 PM,06/01/2013 12:00:00 AM,TBIT,Departure,Domestic,9890
04/18/2018 03:12:41 PM,11/01/2008 12:00:00 AM,Miscellaneous Terminal,Departure,International,31
04/18/2018 03:12:41 PM,03/01/2017 12:00:00 AM,T5,Departure,International,51118
04/18/2018 03:12:41 PM,08/01/2016 12:00:00 AM,T7,Arrival,Domestic,298749
09/27/2019 07:57:24 AM,08/01/2019 12:00:00 AM,Miscellaneous Terminal,Departure,Domestic,123590
10/10/2020 06:01:21 AM,09/01/2020 12:00:00 AM,T2,Departure,Domestic,148262
04/18/2018 03:12:41 PM,03/01/2014 12:00:00 AM,T2,Departure,Domestic,29575
04/18/2018 03:12:41 PM,12/01/2011 12:00:00 AM,T8,Departure,Domestic,153435
10/10/2019 06:01:25 AM,09/01/2019 12:00:00 AM,T7,Departure,International,32741
04/18/2018 03:12:41 PM,01/01/2010 12:00:00 AM,T5,Arrival,International,30347
04/18/2018 03:12:41 PM,01/01/2015 12:00:00 AM,Miscellaneous Terminal,Arrival,International,5002
04/18/2018 03:12:41 PM,01/01/2011 12:00:00 AM,T7,Departure,Domestic,211646
04/18/2018 03:12:41 PM,03/01/2007 12:00:00 AM,T2,Departure,Domestic,97610
08/23/2019 03:41:00 PM,07/01/2019 12:00:00 AM,T1,Departure,Domestic,412975
11/10/2019 06:01:31 AM,09/01/2019 12:00:00 AM,T5,Departure,Domestic,401624
04/18/2018 03:12:41 PM,02/01/2012 12:00:00 AM,T5,Arrival,International,28087
04/18/2018 03:12:41 PM,03/01/2017 12:00:00 AM,Miscellaneous Terminal,Arrival,Domestic,123255
12/10/2020 06:01:38 AM,11/01/2020 12:00:00 AM,Miscellaneous Terminal,Arrival,International,6
04/18/2018 03:12:41 PM,11/01/2012 12:00:00 AM,T2,Arrival,International,153123
04/18/2018 03:12:41 PM,04/01/2010 12:00:00 AM,T2,Arrival,International,154999
09/26/2018 09:27:08 AM,08/01/2018 12:00:00 AM,T8,Arrival,International,7439
04/18/2018 03:12:41 PM,05/01/2006 12:00:00 AM,Imperial Terminal,Arrival,International,54
04/10/2019 06:01:25 AM,03/01/2019 12:00:00 AM,T8,Departure,International,5225
04/18/2018 03:12:41 PM,07/01/2012 12:00:00 AM,T6,Arrival,Domestic,463572
04/18/2018 03:12:41 PM,03/01/2009 12:00:00 AM,Miscellaneous Terminal,Arrival,International,190
01/30/2019 07:34:09 AM,12/01/2018 12:00:00 AM,TBIT,Arrival,Domestic,6462
04/18/2018 03:12:41 PM,08/01/2017 12:00:00 AM,T2,Arrival,Domestic,248528
04/18/2018 03:12:41 PM,05/01/2011 12:00:00 AM,T3,Arrival,International,14725
04/18/2018 03:12:41 PM,03/01/2009 12:00:00 AM,T3,Arrival,International,14609
04/18/2018 03:12:41 PM,10/01/2006 12:00:00 AM,Miscellaneous Terminal,Arrival,Domestic,456
04/18/2018 03:12:41 PM,11/01/2011 12:00:00 AM,T7,Departure,Domestic,202695
04/18/2018 03:12:41 PM,07/01/2013 12:00:00 AM,T2,Departure,Domestic,48760
04/18/2018 03:12:41 PM,05/01/2017 12:00:00 AM,TBIT,Departure,International,644774
04/18/2018 03:12:41 PM,10/01/2009 12:00:00 AM,T3,Departure,Domestic,159425
08/21/2018 11:02:45 AM,07/01/2018 12:00:00 AM,T7,Arrival,Domestic,387616
04/18/2018 03:12:41 PM,04/01/2011 12:00:00 AM,T6,Arrival,Domestic,182175
01/10/2021 06:01:37 AM,12/01/2020 12:00:00 AM,T2,Departure,International,18998
08/21/2018 11:02:45 AM,07/01/2018 12:00:00 AM,T6,Departure,International,142626
04/18/2018 03:12:41 PM,02/01/2014 12:00:00 AM,T1,Departure,Domestic,288784
04/18/2018 03:12:41 PM,02/01/2013 12:00:00 AM,T8,Arrival,Domestic,116332
04/18/2018 03:12:41 PM,07/01/2012 12:00:00 AM,T2,Departure,Domestic,38127
02/10/2020 06:01:27 AM,01/01/2020 12:00:00 AM,T1,Departure,International,1306
